--------- beginning of system
06-26 19:14:44.572   554  2291 I ActivityManager: Force stopping com.quwoquan.quwoquan_app appid=10205 user=0: from pid 8853
06-26 19:14:44.751  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/TelephonyProvider/TelephonyProvider.apk' with 1 weak references
06-26 19:14:44.752  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/TelephonyProvider__sdk_gphone16k_arm64__auto_generated_rro_product.apk' with 1 weak references
06-26 19:14:44.752  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DynamicSystemInstallationService/DynamicSystemInstallationService.apk' with 1 weak references
06-26 19:14:44.752  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/Velvet/Velvet.apk' with 1 weak references
06-26 19:14:44.752  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/CalendarProvider/CalendarProvider.apk' with 1 weak references
06-26 19:14:44.752  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/GoogleOneTimeInitializer/GoogleOneTimeInitializer.apk' with 1 weak references
06-26 19:14:44.753  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/GoogleExtShared/GoogleExtShared.apk' with 1 weak references
06-26 19:14:44.753  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/ExternalStorageProvider/ExternalStorageProvider.apk' with 1 weak references
06-26 19:14:44.753  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/HTMLViewer/HTMLViewer.apk' with 1 weak references
06-26 19:14:44.753  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CompanionDeviceManager/CompanionDeviceManager.apk' with 1 weak references
06-26 19:14:44.754  1339  1578 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface home with targets# 0 (types=[])
06-26 19:14:44.758  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DownloadProvider/DownloadProvider.apk' with 1 weak references
06-26 19:14:44.758  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/PrebuiltBugle/PrebuiltBugle.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/SoundPickerPrebuilt/SoundPickerPrebuilt.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.mediaprovider/priv-app/MediaProviderGoogle@AE3A.240806.019/MediaProviderGoogle.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/SafetyHubPrebuilt/SafetyHubPrebuilt.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DownloadProviderUi/DownloadProviderUi.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.wifi/app/OsuLoginGoogle@AE3A.240806.019/OsuLoginGoogle.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/base.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_config.arm64_v8a.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_config.en.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_phonesky_data_loader.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_phonesky_data_loader.config.arm64_v8a.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_phonesky_webrtc_native_lib.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~ivdET5_HBAF6Upap3l2kQw==/com.android.vending-CqEFZIlKwsANdOAsGJfMeQ==/split_phonesky_webrtc_native_lib.config.arm64_v8a.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/PacProcessor/PacProcessor.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/SimAppDialog/SimAppDialog.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/SimAppDialog__sdk_gphone16k_arm64__auto_generated_rro_product.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.adservices/priv-app/AdServicesApkGoogle@AE3A.240806.019/AdServicesApkGoogle.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/DisplayCutoutEmulationHole/DisplayCutoutEmulationHoleOverlay.apk' with 1 weak references
06-26 19:14:44.759  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/DisplayCutoutEmulationTall/DisplayCutoutEmulationTallOverlay.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CertInstaller/CertInstaller.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/talkback/talkback.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/vendor/overlay/EmulatorTalkBackOverlay/EmulatorTalkBackOverlay.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/Camera2/Camera2.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/EasterEgg/EasterEgg.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/MtpService/MtpService.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.nfcservices/priv-app/NfcNciApexGoogle@AE3A.240806.019/NfcNciApexGoogle.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/Stk/Stk.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/PrebuiltDeskClockGoogle/PrebuiltDeskClockGoogle.apk' with 1 weak references
06-26 19:14:44.760  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/NavigationBarMode2Button/NavigationBarMode2ButtonOverlay.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/DevicePersonalizationPrebuiltPixel2021-aiai_20240329.00_RC16/DevicePersonalizationPrebuiltPixel2021-aiai_20240329.00_RC16.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.permission/priv-app/GooglePermissionController@AE3A.240806.019/GooglePermissionController.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/GooglePermissionControllerOverlay.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.btservices/app/BluetoothGoogle@AE3A.240806.019/BluetoothGoogle.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/SettingsProvider/SettingsProvider.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/LargeScreenSettingsProviderOverlay.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/SettingsProvider__sdk_gphone16k_arm64__auto_generated_rro_product.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/PrintSpooler/PrintSpooler.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/BasicDreams/BasicDreams.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/DeviceIntelligenceNetworkPrebuilt-astrea_20240329.00_RC02/DeviceIntelligenceNetworkPrebuilt-astrea_20240329.00_RC02.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/InputDevices/InputDevices.apk' with 1 weak references
06-26 19:14:44.761  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.devicelock/priv-app/DeviceLockControllerGoogle@AE3A.240806.019/DeviceLockControllerGoogle.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/GoogleDialer/GoogleDialer.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/BuiltInPrintService/BuiltInPrintService.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/BuiltInPrintService__sdk_gphone16k_arm64__auto_generated_rro_product.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CaptivePortalLoginGoogle/CaptivePortalLoginGoogle.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/MusicFX/MusicFX.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/Maps/Maps.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/ModuleMetadataGoogle/ModuleMetadataGoogle.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/DisplayCutoutEmulationEmu01/DisplayCutoutEmulationEmu01Overlay.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/AvatarPickerGoogle/AvatarPickerGoogle.apk' with 1 weak references
06-26 19:14:44.762  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/MarkupGoogle_v2/MarkupGoogle_v2.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/NetworkStackGoogle/NetworkStackGoogle.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.rkpd/priv-app/rkpdapp.google@AE3A.240806.019/rkpdapp.google.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/GoogleContacts/GoogleContacts.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/Telecom/Telecom.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/Telecom__sdk_gphone16k_arm64__auto_generated_rro_product.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/KeyChain/KeyChain.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~c1ONbQveFEmF03EprUfRmw==/com.android.chrome-dFQVwYiP4-nhXPKymS9IpQ==/Chrome.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~qBBsYjj6BglpLVSWEaglFQ==/com.google.android.trichromelibrary_636771932-Luywulu-1ewwLhAiuVnTMA==/TrichromeLibrary.apk' with 1 weak references
06-26 19:14:44.763  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/Gallery2/Gallery2.apk' with 1 weak references
06-26 19:14:44.764  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/GooglePackageInstaller/GooglePackageInstaller.apk' with 1 weak references
06-26 19:14:44.764  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/PixelThemesStub/PixelThemesStub.apk' with 1 weak references
06-26 19:14:44.764  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/GoogleServicesFramework/GoogleServicesFramework.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/TagGoogle/TagGoogle.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/GoogleTTS/GoogleTTS.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/CallLogBackup/CallLogBackup.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/priv-app/PartnerSetupPrebuilt/PartnerSetupPrebuilt.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CameraExtensionsProxy/CameraExtensionsProxy.apk' with 1 weak references
06-26 19:14:44.765  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/NexusWallpapersStubPrebuilt2018/NexusWallpapersStubPrebuilt2018.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/NexusLauncherRelease/NexusLauncherRelease.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CarrierDefaultApp/CarrierDefaultApp.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/CredentialManager/CredentialManager.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/FontNotoSerifSource/FontNotoSerifSourceOverlay.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DeviceAsWebcam/DeviceAsWebcam.apk' with 1 weak references
06-26 19:14:44.766   554   605 W ActivityManager: ProcessRecord{4121c0b 0:com.quwoquan.quwoquan_app/u0a205} is attached to a previous process 8224
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/ProxyHandler/ProxyHandler.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.permission/priv-app/GoogleSafetyCenterResources@AE3A.240806.019/GoogleSafetyCenterResources.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/DisplayCutoutEmulationWaterfall/DisplayCutoutEmulationWaterfallOverlay.apk' with 1 weak references
06-26 19:14:44.766  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/IntentResolver/IntentResolver.apk' with 1 weak references
06-26 19:14:44.767  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/TransparentNavigationBar/TransparentNavigationBarOverlay.apk' with 1 weak references
06-26 19:14:44.767  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/E2eeContactKeysProvider/E2eeContactKeysProvider.apk' with 1 weak references
06-26 19:14:44.767  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.tethering/priv-app/ServiceConnectivityResourcesGoogle@AE3A.240806.019/ServiceConnectivityResourcesGoogle.apk' with 1 weak references
06-26 19:14:44.767  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/vendor/overlay/goldfish_overlay_connectivity_google.apk' with 1 weak references
06-26 19:14:44.767  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/GoogleFeedback/GoogleFeedback.apk' with 1 weak references
06-26 19:14:44.767   554   605 V GrammaticalInflectionUtils: AttributionSource: android.content.AttributionSource@3cbbef26 does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/GooglePrintRecommendationService/GooglePrintRecommendationService.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/CalendarGooglePrebuilt/CalendarGooglePrebuilt.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/ManagedProvisioning/ManagedProvisioning.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/SoundPicker/SoundPicker.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DocumentsUIGoogle/DocumentsUIGoogle.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/PhotoTable/PhotoTable.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/PrebuiltGoogleTelemetryTvp/PrebuiltGoogleTelemetryTvp.apk' with 1 weak references
06-26 19:14:44.768  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/MultiDisplayProvider/MultiDisplayProvider.apk' with 1 weak references
06-26 19:14:44.769  6122  6138 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/DeviceDiagnostics/DeviceDiagnostics.apk' with 1 weak references
